Datetime,GroupCount,mean_Sentiment,median_Sentiment,max_Sentiment,min_Sentiment,var_Sentiment,Open,High,Low,Close,Volume
2022-10-12 00:24:00,34,0.037580542522493,0,0.4,-0.192857142857143,0.0117410766016279,19032,19033,19030,19031,0.24097
2022-10-12 00:25:00,49,0.0382464902114867,0,0.44,-0.179411764705882,0.00934364259372544,19031,19032,19030,19030,0.28026
2022-10-12 00:26:00,24,0.0166555613326713,0,0.316666666666667,-0.171428571428571,0.00850151485347725,19031,19032,19029,19030,2.39789326
2022-10-12 00:27:00,11,0.00748663101604278,0,0.1,-0.0176470588235294,0.0009694872601447,19030,19031,19029,19029,0.12345
2022-10-12 00:28:00,8,0.0255681818181818,0,0.204545454545455,0,0.00522985537190083,19034,19034,19033,19034,0.0381
2022-10-12 00:29:00,12,-0.0263636363636364,0,0,-0.28,0.00648925619834711,19034,19034,19033,19033,0.04541
2022-10-12 00:30:00,26,0.0192158385948574,0,0.172727272727273,-0.208333333333333,0.0055077740466118,19036,19036,19031,19031,0.08185
2022-10-12 00:31:00,19,0.0309579668739225,0,0.213333333333333,-0.0352941176470588,0.0040640435545267,19031,19031,19021,19021,0.11193
2022-10-12 00:32:00,12,0.037008547008547,0,0.213333333333333,0,0.00510691929153468,19023,19023,19018,19018,0.01349
2022-10-12 00:33:00,17,0.0439862665714059,0,0.22,0,0.00503943565207941,19017,19018,19009,19010,0.23717
2022-10-12 00:34:00,16,0.0313791054959533,0,0.214285714285714,0,0.00476243417394154,19010,19017,19010,19016,0.08123029
2022-10-12 00:35:00,25,0.0197662456536598,0,0.32,-0.1,0.00587738314525437,19020,19028,19020,19028,0.03067641
2022-10-12 00:36:00,29,0.0305398448510701,0,0.48125,-0.108,0.0105065949696465,19020,19029,19020,19029,0.02083
2022-10-12 00:37:00,22,0.0392606344796498,0,0.413333333333333,-0.0161290322580645,0.00965251185631291,19034,19034,19034,19034,0.01660898
2022-10-12 00:38:00,10,-0.0361160714285714,0,0.20625,-0.614285714285714,0.0454488400829082,19043,19048,19042,19042,1.175456
2022-10-12 00:39:00,9,0.0175925925925926,0,0.158333333333333,0,0.00278549382716049,19043,19046,19043,19046,0.01716
2022-10-12 00:40:00,19,0.0401892412189895,0,0.373913043478261,-0.05,0.00885976031247942,19045,19045,19045,19045,0.07266901
2022-10-12 00:41:00,14,-0.00786027568922306,0,0.22,-0.183333333333333,0.00829243796273748,19052,19052,19048,19048,0.54352418
2022-10-12 00:42:00,11,0.00737812911725955,0,0.0478260869565218,0,0.000279964102270341,19047,19055,19047,19053,2.10526299
2022-10-12 00:43:00,17,0.0842780748663102,0,0.7,0,0.0412702236266407,19053,19053,19051,19053,1.0832314
2022-10-12 00:44:00,31,0.010242982823628,0,0.32,-0.725,0.0253681893052253,19056,19056,19056,19056,0.01161
2022-10-12 00:45:00,33,-0.0127265477743947,0,0.118181818181818,-0.575,0.0106438886645813,19055,19055,19055,19055,0.00501
2022-10-12 00:46:00,28,0.0202371447610905,0,0.373913043478261,-0.1,0.00715528061292395,19047,19047,19044,19044,0.09776458
2022-10-12 00:47:00,33,0.0208187954021287,0,0.228571428571429,-0.208333333333333,0.00512619498216013,19043,19043,19042,19042,0.11161
2022-10-12 00:48:00,35,0.0327547547799264,0,0.5,-0.238461538461538,0.0145049645435554,19042,19046,19042,19046,0.01780766
2022-10-12 00:49:00,32,0.00136238421904183,0,0.26,-0.436363636363636,0.00951096824174045,19044,19052,19044,19052,0.00559
2022-10-12 00:50:00,29,0.00924466338259442,0,0.246666666666667,-0.05,0.00235600125107514,19048,19048,19039,19039,0.01564
2022-10-12 00:51:00,39,0.0300537568153667,0,0.42,0,0.0060744293656905,19036,19036,19035,19035,0.04342804
2022-10-12 00:52:00,42,0.0331279569243966,0,0.32,0,0.00665503518500756,19038,19038,19033,19033,0.03346
2022-10-12 00:53:00,46,0.00688132811554971,0,0.333333333333333,-0.28,0.00579767791821916,19033,19033,19026,19027,0.03307
2022-10-12 00:54:00,35,0.022054834054834,0,0.416666666666667,-0.233333333333333,0.0104304666947893,19027,19028,19027,19028,0.01266
2022-10-12 00:55:00,44,-0.00402779810554809,0,0.105555555555556,-0.24,0.00210191256618948,19023,19026,19023,19025,0.15386
2022-10-12 00:56:00,51,0.011660851475093,0,0.221428571428571,0,0.0016371278733442,19026,19026,19026,19026,0.03906568
2022-10-12 00:57:00,49,0.025798164519969,0,0.433333333333333,-0.0884615384615385,0.00880339551572113,19024,19024,19024,19024,0.01351
2022-10-12 00:58:00,23,0.00260952689715089,0,0.114285714285714,-0.170588235294118,0.00230566847487642,19028,19029,19017,19017,0.07212246
2022-10-12 00:59:00,26,-0.00966887862044637,0,0.170833333333333,-0.121276595744681,0.00358853401776983,19019,19020,19017,19019,0.03399
2022-10-12 01:00:00,44,-0.00557152242328373,0,0.2325,-0.188888888888889,0.00827506491493496,19025,19025,19019,19019,0.01482
2022-10-12 01:01:00,20,-0.00340695793683904,0,0.314814814814815,-0.121276595744681,0.016883999575299,19024,19026,19020,19026,4.91666356
2022-10-12 01:02:00,34,-0.0579114163428519,0,0.225,-1,0.0394278489375077,19032,19032,19030,19030,0.04058
2022-10-12 01:03:00,16,0.0155184266105658,0,0.32,-0.121276595744681,0.0111546496399624,19030,19030,19026,19026,0.03076
2022-10-12 01:04:00,10,0.0248691720031457,0,0.15,-0.0644444444444444,0.00471544451636575,19018,19018,19018,19018,0.0258
2022-10-12 01:05:00,15,0.0484098317141795,0,0.373913043478261,0,0.0105993132784832,19019,19019,19019,19019,0.0608
2022-10-12 01:06:00,12,0.0493627450980392,0,0.3,-0.114705882352941,0.0143027655447206,19018,19027,19018,19025,0.03195285
2022-10-12 01:07:00,14,0.0300783759905761,0,0.27,-0.165217391304348,0.0115916691138352,19026,19032,19026,19031,0.00817829
2022-10-12 01:08:00,19,0.0857120518688025,0,0.408333333333333,-0.04,0.0205846655455326,19032,19032,19032,19032,0.05073
2022-10-12 01:09:00,13,0.0587051868802441,0,0.442857142857143,-0.0958333333333333,0.0254735779800388,19028,19028,19026,19026,0.03901569
2022-10-12 01:10:00,13,0.0302150869786693,0,0.153333333333333,-0.0684210526315789,0.00365563156563817,19030,19030,19027,19029,0.05335319
2022-10-12 01:11:00,13,0.00717252096562441,0,0.154545454545455,-0.0733333333333333,0.00296018246690967,19029,19031,19029,19029,0.04763444
2022-10-12 01:12:00,10,0.00582294162784181,0,0.211111111111111,-0.126666666666667,0.00801670169616518,19033,19033,19032,19032,0.02118
2022-10-12 01:13:00,9,0.00452991452991452,0,0.211538461538462,-0.230769230769231,0.0126772846811308,19033,19033,19031,19031,0.01558
2022-10-12 01:14:00,16,0.011967302355369,0,0.153333333333333,-0.165217391304348,0.00405035136755743,19041,19041,19041,19041,0.0101
2022-10-12 01:15:00,16,0.0477612254140787,0,0.675,-0.0782608695652174,0.0318650942924412,19043,19047,19043,19047,0.0143
2022-10-12 01:16:00,11,0.0942424242424242,0,0.766666666666667,0,0.0562979797979798,19045,19046,19045,19046,0.37223303
2022-10-12 01:17:00,14,0.0379365079365079,0,0.26,0,0.00656901370234704,19045,19047,19044,19044,0.30505
2022-10-12 01:18:00,9,0.0387914230019493,0,0.215789473684211,0,0.00594998803050511,19045,19046,19042,19042,0.0448
2022-10-12 01:19:00,8,0.0670833333333333,0,0.42,0,0.0220013888888889,19041,19041,19037,19037,0.0429
2022-10-12 01:20:00,15,0.0660093415356573,0,0.325,0,0.0131792670056736,19037,19037,19037,19037,0.015
2022-10-12 01:21:00,10,0.0790782608695652,0,0.26,-0.165217391304348,0.0217398969964293,19036,19036,19035,19035,0.01697857
2022-10-12 01:22:00,12,0.118039630325815,0,0.475,0,0.0258497307401225,19036,19036,19033,19033,0.02523347
2022-10-12 01:23:00,11,0.0335353535353535,0,0.288888888888889,0,0.00774859708193041,19036,19036,19034,19034,0.02525
2022-10-12 01:24:00,13,0.0575878144843662,0,0.266666666666667,0,0.00761510274157556,19035,19035,19034,19034,0.0297023
2022-10-12 01:25:00,16,0.0482539682539683,0,0.158333333333333,-0.0416666666666667,0.00551615016376921,19036,19036,19034,19035,0.05577
2022-10-12 01:26:00,10,0.0146120546120546,0,0.254545454545455,-0.342857142857143,0.0248619448409658,19031,19031,19027,19027,0.08201
2022-10-12 01:27:00,9,0.0347222222222222,0,0.1625,0,0.00475694444444444,19029,19030,19027,19029,0.15679082
2022-10-12 01:28:00,10,0.071,0,0.333333333333333,-0.0733333333333333,0.0153976543209877,19029,19029,19019,19019,0.02911301
2022-10-12 01:29:00,12,0.0352678571428571,0,0.1875,0,0.00455248434601113,19022,19022,19017,19017,0.0189
2022-10-12 01:30:00,21,0.0389176447962526,0,0.320833333333333,0,0.00734883841357642,19020,19020,19011,19011,0.148
2022-10-12 01:31:00,9,0.0805917571707045,0,0.368421052631579,0,0.0152625344210219,19011,19013,19008,19008,0.7749495
2022-10-12 01:32:00,10,0.018655462184874,0,0.257142857142857,-0.0705882352941176,0.00751387613869077,19008,19008,18994,18997,0.28638791
2022-10-12 01:33:00,17,0.0238207480215153,0,0.4,-0.246153846153846,0.0188653933727314,18997,19000,18997,19000,0.05522
2022-10-12 01:34:00,18,0.0626782075137338,0,0.3375,0,0.0108579539016469,19002,19003,18999,18999,0.2968
2022-10-12 01:35:00,11,0.0459853325210969,0,0.314814814814815,0,0.0103809968083315,19001,19006,19001,19005,0.09067
2022-10-12 01:36:00,16,0.0188075657894737,0,0.2,-0.110526315789474,0.00562950887933467,19011,19011,19011,19011,0.01692
2022-10-12 01:37:00,18,0.0499809203142537,0,0.384,-0.127777777777778,0.0152813956065574,19020,19036,19020,19036,0.09676
2022-10-12 01:38:00,19,0.0679488656186449,0,0.383333333333333,-0.135714285714286,0.0153766304006524,19048,19048,19048,19048,0.1847
2022-10-12 01:39:00,14,0.0474634824634825,0,0.419230769230769,-0.136363636363636,0.0268801990717224,19041,19047,19041,19045,0.10513
2022-10-12 01:40:00,8,0.135257936507937,0.109642857142857,0.325,0,0.0198583175862938,19042,19042,19034,19034,0.10304994
2022-10-12 01:41:00,11,0.0358126721763085,0,0.28,-0.166666666666667,0.0131779213623842,19036,19036,19036,19036,0.01949
2022-10-12 01:42:00,11,0.0273659673659674,0,0.34,-0.058974358974359,0.0111240117147809,19036,19037,19036,19037,0.02668
2022-10-12 01:43:00,8,0.0594852941176471,0,0.42,0,0.0216021193771626,19034,19034,19016,19019,0.22713
2022-10-12 01:44:00,11,0.0128526645768025,0,0.141379310344828,0,0.00181710085396173,19018,19018,19018,19018,0.002
2022-10-12 01:45:00,18,0.0429045479613075,0,0.252631578947368,-0.179411764705882,0.0103218265435685,19008,19008,19005,19005,0.03239
2022-10-12 01:46:00,11,0.0570442391832766,0,0.452941176470588,-0.245454545454545,0.032100914576287,19004,19013,19004,19013,0.0448443
2022-10-12 01:47:00,17,0.0289820138581749,0,0.161904761904762,-0.1,0.00408626856790731,19014,19016,19012,19016,0.05252307
2022-10-12 01:48:00,16,-0.0185283945594048,0,0.166666666666667,-0.165217391304348,0.00862516358813406,19022,19023,19022,19023,0.01188
2022-10-12 01:49:00,7,0.141607142857143,0.18125,0.27,0,0.0185305803571429,19023,19023,19023,19023,0.02632
2022-10-12 01:50:00,14,0.0110767991407089,0,0.115789473684211,0,0.00101791021955036,19021,19021,19021,19021,0.01218
2022-10-12 01:51:00,13,0.0197802197802198,0,0.257142857142857,0,0.00508634222919937,19019,19019,19019,19019,0.00791
2022-10-12 01:52:00,10,0.0374621212121212,0,0.241666666666667,-0.1,0.00952652949954086,19013,19013,19013,19013,0.01444
2022-10-12 01:53:00,18,0.0069933779396695,0,0.154545454545455,-0.105882352941176,0.00308768199643622,19005,19005,19005,19005,0.01211
2022-10-12 01:54:00,12,0.0405134457766037,0,0.566666666666667,-0.273684210526316,0.0359138066294293,19004,19005,19004,19005,0.05128
2022-10-12 01:55:00,17,0.0899894409051415,0.0684210526315789,0.366666666666667,-0.175,0.0179633184175405,19005,19005,19003,19003,0.26499957
2022-10-12 01:56:00,17,0.079857974842495,0,0.433333333333333,0,0.0210334370083548,19009,19010,19009,19010,0.14123
2022-10-12 01:57:00,16,0.00211558307533541,0,0.533333333333333,-0.566666666666667,0.0409141749941336,19012,19013,19012,19013,0.00247
2022-10-12 01:58:00,6,0.0140625,0,0.084375,0,0.0011865234375,19013,19013,19002,19002,0.14558955
2022-10-12 01:59:00,17,0.0102740070387129,0,0.0974358974358974,-0.1,0.00172937464817178,19002,19002,19002,19002,0.01551
2022-10-12 02:00:00,36,0.0172210177101481,0,0.181818181818182,-0.143478260869565,0.0036917156599075,19002,19002,19002,19002,0.18425282
2022-10-12 02:01:00,15,0.0253851540616247,0,0.128571428571429,0,0.00209518733964174,19002,19002,19002,19002,0
2022-10-12 02:02:00,16,0.0490234546552481,0,0.26,-0.2875,0.0201585218063742,19003,19003,19000,19000,0.30514745
2022-10-12 02:03:00,13,0.0338049450549451,0,0.26,-0.025,0.00637615531789639,18999,18999,18999,18999,0.1053
2022-10-12 02:04:00,8,-0.0124255952380952,0,0.1125,-0.221428571428571,0.00864891455093942,19005,19005,19005,19005,0.19968014
2022-10-12 02:05:00,17,0.0378871887435901,0,0.277777777777778,-0.136363636363636,0.0148893122742886,19005,19005,19005,19005,0
2022-10-12 02:06:00,12,-0.0207936507936508,0,0.157142857142857,-0.58,0.0345287707001993,19001,19007,19001,19001,0.20390985
2022-10-12 02:07:00,11,0.0530005941770648,0,0.266666666666667,-0.105882352941176,0.0136449651454957,19001,19001,19001,19001,0
2022-10-12 02:08:00,14,0.0366426353149956,0,0.26,-0.0652173913043478,0.00859357962741139,19005,19018,19005,19018,0.28638895
2022-10-12 02:09:00,14,0.046821289884791,0,0.266666666666667,-0.165217391304348,0.0103985498510378,19016,19024,19015,19022,0.31548466
2022-10-12 02:10:00,15,0.0809441391941392,0.0785714285714286,0.27,-0.025,0.00865319913880599,19019,19027,19019,19026,0.20743435
2022-10-12 02:11:00,9,0.0681481481481482,0,0.38,0,0.0196308641975309,19032,19032,19032,19032,0.00533
2022-10-12 02:12:00,13,0.0732459562074167,0,0.248275862068966,0,0.00975102705597956,19032,19041,19032,19041,0.24929512
2022-10-12 02:13:00,9,0.0804211918685603,0,0.3375,-0.04,0.0176997952448652,19037,19037,19028,19028,0.00626
2022-10-12 02:14:00,10,-0.0154761904761905,0,0.1,-0.328571428571429,0.0140277777777778,19026,19026,19026,19026,0.00336777
2022-10-12 02:15:00,17,0.0340583675330597,0,0.26,-0.125,0.00819066541264908,19026,19029,19023,19029,0.7768604
2022-10-12 02:16:00,17,0.0137617220801364,0,0.27,-0.27,0.0162163293286754,19029,19029,19029,19029,0
2022-10-12 02:17:00,7,0.039781746031746,0,0.18125,-0.0611111111111111,0.0084295772707231,19041,19044,19041,19042,0.55661975
2022-10-12 02:18:00,11,0.0475541183812822,0,0.475,-0.165217391304348,0.0308471356290943,19042,19045,19042,19043,0.01652159
2022-10-12 02:19:00,18,0.0858035714285714,0.0475,0.27,-0.15,0.0161370457558023,19035,19041,19035,19041,0.29365
2022-10-12 02:20:00,13,0.040316742081448,0,0.242857142857143,0,0.00645224460825054,19040,19040,19040,19040,0.0632
2022-10-12 02:21:00,12,0.0741323461632522,0,0.25,0,0.0109778289312411,19038,19040,19038,19038,0.14751379
2022-10-12 02:22:00,9,0.117962962962963,0,0.545,0,0.0353970679012346,19029,19029,19028,19028,0.08758
2022-10-12 02:23:00,8,-0.00454545454545455,0,0,-0.0363636363636364,0.000165289256198347,19028,19028,19028,19028,0.02028
2022-10-12 02:24:00,9,0.0106666666666667,0,0.096,0,0.001024,19025,19025,19014,19014,2.8652501
2022-10-12 02:25:00,9,0.101158653477494,0.0785714285714286,0.42,0,0.0185064823798003,19022,19025,19022,19024,1.52522
2022-10-12 02:26:00,7,0.0666666666666667,0,0.233333333333333,0,0.012962962962963,19027,19027,19027,19027,0.00403
2022-10-12 02:27:00,7,0.0427254772876893,0,0.216666666666667,0,0.00626051439686259,19027,19027,19027,19027,0.19525886
2022-10-12 02:28:00,14,0.0883261381475667,0.0192307692307692,0.266666666666667,0,0.0112468259409937,19029,19029,19026,19029,0.8186
2022-10-12 02:29:00,17,0.057150586978707,0,0.283333333333333,-0.15,0.0105691942621637,19030,19038,19029,19038,0.0259
2022-10-12 02:30:00,25,0.0536188226188226,0,0.276923076923077,-0.0272727272727273,0.00867692383191542,19038,19044,19038,19043,1.24414103
2022-10-12 02:31:00,10,0.0105952380952381,0,0.266666666666667,-0.185714285714286,0.0194559240362812,19044,19048,19044,19048,0.25147472
2022-10-12 02:32:00,19,-0.00959103010266624,0,0.233333333333333,-0.121276595744681,0.0080976652259614,19058,19058,19036,19036,0.15312578
2022-10-12 02:33:00,11,-0.00115923674434313,0,0.242857142857143,-0.322222222222222,0.0243175356664387,19032,19037,19032,19034,0.0238
2022-10-12 02:34:00,16,-0.0037792821835375,0,0.103030303030303,-0.16,0.00388960741018796,19035,19035,19035,19035,0.07242139
2022-10-12 02:35:00,18,-0.0537615611131849,-0.0210526315789474,0.123333333333333,-0.2,0.00634791499204454,19035,19035,19033,19034,0.03921371
2022-10-12 02:36:00,15,-0.0371313875250045,0,0.12,-0.3875,0.0138234604286424,19034,19035,19034,19035,0.02133
2022-10-12 02:37:00,10,0.00801375456694606,0,0.177777777777778,-0.136363636363636,0.00998508773852725,19038,19049,19038,19049,0.2209931
2022-10-12 02:38:00,20,-0.0359207938494547,0,0.0904761904761905,-0.129411764705882,0.00506683639641192,19050,19055,19048,19049,0.10104
2022-10-12 02:39:00,17,0.041847529469557,0,0.254545454545455,-0.140425531914894,0.0150475797691635,19050,19050,19048,19049,1.06124
2022-10-12 02:40:00,23,0.0137917625567949,0,0.233333333333333,-0.125,0.00915593980306958,19045,19045,19041,19041,0.52903873
2022-10-12 02:41:00,5,0.0475,0,0.233333333333333,0,0.0107951388888889,19042,19043,19042,19043,0.25598
2022-10-12 02:42:00,7,-0.0173252279635258,0,0,-0.121276595744681,0.00210114466791696,19044,19045,19044,19045,1.16891
2022-10-12 02:43:00,11,0.0765175565175565,0,0.26,0,0.0128250417503328,19043,19046,19039,19046,0.61236
2022-10-12 02:44:00,15,0.0546709007578573,0,0.375,-0.0818181818181818,0.013364246784365,19046,19046,19046,19046,0.04871
2022-10-12 02:45:00,13,-0.018218411625005,0,0,-0.116326530612245,0.00138007313874618,19046,19054,19046,19047,0.3216402
2022-10-12 02:46:00,11,0.0846841848627563,0,0.425,-0.116326530612245,0.0254828300808001,19046,19046,19044,19045,0.04389
2022-10-12 02:47:00,13,0.079813199134831,0,0.4375,-0.0227272727272727,0.0181020489228646,19043,19043,19038,19038,0.63206509
2022-10-12 02:48:00,16,0.0133694146112225,0,0.283783783783784,-0.225,0.0241793140891501,19042,19051,19042,19047,0.40446188
2022-10-12 02:49:00,14,0.0708267934083151,0,0.27,-0.165217391304348,0.0190808597215074,19047,19047,19047,19047,0.046
2022-10-12 02:50:00,19,0.0616154970760234,0,0.26,0,0.0097531104478016,19046,19047,19045,19047,0.06214
2022-10-12 02:51:00,11,-0.0501446280991736,0,0.00416666666666667,-0.409090909090909,0.01612245231238,19047,19048,19047,19048,0.01945
2022-10-12 02:52:00,7,0.0132967032967033,0,0.26,-0.29,0.0276017187940265,19048,19048,19048,19048,0.06998683
2022-10-12 02:53:00,10,0.172379710144928,0.041231884057971,0.7,0,0.0650396039020747,19047,19047,19047,19047,0.02536
2022-10-12 02:54:00,12,0.0553815628815629,0,0.56,-0.0261904761904762,0.026780102061146,19048,19048,19047,19047,0.10772
2022-10-12 02:55:00,14,0.0991644873616758,0,0.56,-0.0270833333333333,0.0266008823782017,19044,19046,19044,19046,0.25854706
2022-10-12 02:56:00,8,0.0261363636363636,0,0.209090909090909,0,0.00546487603305785,19048,19050,19048,19050,0.07103
2022-10-12 02:57:00,12,0.058718820861678,0,0.373333333333333,-0.116326530612245,0.0243304194240054,19050,19052,19050,19052,0.05449
2022-10-12 02:58:00,7,0.00208212839791787,0,0.146153846153846,-0.131578947368421,0.00644060322091432,19045,19045,19045,19045,0.02325
2022-10-12 02:59:00,12,0.0388768005873269,0.00777777777777778,0.154545454545455,0,0.00345561698605715,19046,19046,19037,19037,0.02919371
2022-10-12 03:00:00,39,0.0145114354244789,0,0.316666666666667,-0.25,0.00721141727089655,19038,19039,19036,19039,0.16073
2022-10-12 03:01:00,14,0.0616358883979123,0.0178571428571429,0.24,0,0.00606613026003398,19040,19040,19036,19036,0.01761
2022-10-12 03:02:00,12,0.0534316669610787,0,0.235294117647059,0,0.00716330060897743,19037,19040,19037,19037,0.52362014
2022-10-12 03:03:00,11,0.121562107247591,0,1.05,-0.0387096774193549,0.101229664550228,19045,19055,19045,19055,0.01701
2022-10-12 03:04:00,8,0.0305851063829787,0,0.24468085106383,0,0.00748358985966501,19050,19050,19050,19050,0.5
2022-10-12 03:05:00,15,0.000108963777629445,0,0.172222222222222,-0.196153846153846,0.00772481162285523,19054,19054,19053,19053,0.01217902
2022-10-12 03:06:00,14,0.00150793650793651,0,0.311111111111111,-0.725,0.0544160222493556,19054,19054,19053,19053,0.01503
2022-10-12 03:07:00,10,0.0685396825396825,0,0.26,0,0.0123454875283447,19050,19050,19050,19050,0.04066
2022-10-12 03:08:00,12,0.0625793650793651,0,0.414285714285714,0,0.0159252198859342,19050,19050,19049,19050,0.05471
2022-10-12 03:09:00,11,0.0492168437622983,0,0.26,0,0.0085500367139092,19050,19050,19041,19041,0.09478123
2022-10-12 03:10:00,13,0.0699930986887509,0,0.547619047619048,-0.06,0.0254396146934584,19035,19041,19033,19041,0.09860138
2022-10-12 03:11:00,11,0.044144096467063,0,0.328,-0.153333333333333,0.0191041234929735,19041,19041,19041,19041,0
2022-10-12 03:12:00,10,0.0201774042950514,0,0.217647058823529,-0.144444444444444,0.0130476077141096,19038,19038,19034,19034,0.0148
2022-10-12 03:13:00,13,0.0701360410952941,0,0.4,-0.194736842105263,0.0236746479378611,19034,19034,19029,19034,0.54801375
2022-10-12 03:14:00,12,0.0352430555555555,0,0.2375,0,0.00580923163930976,19037,19037,19037,19037,0.00892
2022-10-12 03:15:00,13,0.0188224882160809,0,0.236842105263158,-0.0782608695652174,0.00658415272120681,19042,19042,19041,19042,0.04837
2022-10-12 03:16:00,7,0.0119047619047619,0,0.0833333333333333,0,0.000992063492063492,19048,19048,19044,19045,0.20872951
2022-10-12 03:17:00,8,0.0128276209677419,0,0.11875,-0.0161290322580645,0.00186361790057789,19045,19048,19042,19043,0.11043
2022-10-12 03:18:00,12,0.0541441197691198,0,0.266666666666667,0,0.00774363557693509,19041,19044,19038,19039,0.11535026
2022-10-12 03:19:00,10,0.105531468531469,0,0.404545454545455,0,0.0222405307090389,19036,19036,19033,19033,0.00793
2022-10-12 03:20:00,17,-0.054974221572687,0,0.18,-0.866666666666667,0.0494970859911562,19031,19031,19023,19023,0.16995601
2022-10-12 03:21:00,14,0.0806539888682746,0,0.271428571428571,-0.1,0.0156984637470085,19017,19017,19014,19016,0.54083708
2022-10-12 03:22:00,9,0.134728607918263,0.0517241379310345,0.5125,0,0.0324376959289353,19022,19033,19022,19033,0.10697
2022-10-12 03:23:00,13,0.0134638484638485,0,0.266666666666667,-0.288888888888889,0.014725446669816,19034,19035,19034,19035,0.00822
2022-10-12 03:24:00,11,0.0318699053423911,0,0.266666666666667,-0.0514285714285714,0.0084117514220094,19033,19034,19033,19033,0.0205
2022-10-12 03:25:00,13,0.00814275814275814,0,0.216666666666667,-0.110810810810811,0.0048634601337304,19032,19032,19030,19030,0.14229
2022-10-12 03:26:00,12,-0.00680386864597391,0,0.102564102564103,-0.184210526315789,0.00399067287251817,19026,19026,19026,19026,0.4612426
2022-10-12 03:27:00,12,0.094470730321114,0,1.06666666666667,-0.234782608695652,0.10159957945053,19024,19024,19023,19023,0.04721798
2022-10-12 03:28:00,12,0.0504813011063011,0,0.475,-0.0857142857142857,0.0224138931065361,19020,19020,19020,19020,0.00721
2022-10-12 03:29:00,14,-0.0107961256016332,0,0.0772727272727273,-0.165217391304348,0.00424138264996549,19020,19020,19020,19020,0
2022-10-12 03:30:00,28,0.019224083864315,0,0.236363636363636,-0.271428571428571,0.00972591942410299,19022,19022,19022,19022,0.03046
2022-10-12 03:31:00,14,0.0119038949912799,0,0.27,-0.165217391304348,0.00770380441391901,19021,19021,19008,19008,0.02687
2022-10-12 03:32:00,12,0.0367708333333333,0,0.26,0,0.00765694839015152,19008,19008,19008,19008,0
